source,target
Jodie Foster,Louis Cancelmi
Jodie Foster,Brendan Gleeson
Jodie Foster,Henry Thomas
Jodie Foster,Michael Douglas
Jodie Foster,Sebastian Maniscalco
Jodie Foster,Cameron Diaz
Jodie Foster,Alec Baldwin
Jodie Foster,Kevin Corrigan
Jodie Foster,John C. Reilly
Jodie Foster,John Carroll Lynch
Jodie Foster,Sharon Stone
Jodie Foster,Jim Broadbent
Jodie Foster,Terrence Howard
Jodie Foster,Anthony Anderson
Jodie Foster,Matt Damon
Jodie Foster,Al Pacino
Jodie Foster,Robert De Niro
Jodie Foster,Cathy Moriarty
Jodie Foster,Joe Pesci
Jodie Foster,Frank Vincent
Jodie Foster,Nicholas Colasanto
Jodie Foster,Theresa Saldana
Jodie Foster,Mario Gallo
Jodie Foster,Frank Adonis
Jodie Foster,Joseph Bono
Jodie Foster,Jack Nicholson
Jodie Foster,Anna Paquin
Jodie Foster,Liam Neeson
Jodie Foster,Ray Romano
Jodie Foster,Harvey Keitel
Jodie Foster,Bobby Cannavale
Jodie Foster,Stephen Graham
Jodie Foster,Stephanie Kurtzuba
Jodie Foster,Kathrine Narducci
Jodie Foster,Welker White
Jodie Foster,Jesse Plemons
Jodie Foster,Jack Huston
Jodie Foster,Domenick Lombardozzi
Jodie Foster,Paul Herman
Jodie Foster,Gary Basaraba
Jodie Foster,Marin Ireland
Jodie Foster,Steven Van Zandt
Jodie Foster,Leonardo DiCaprio
Jodie Foster,Mary Steenburgen
Jodie Foster,Elias Koteas
Jodie Foster,Albert Brooks
Jodie Foster,Kris Kristofferson
Jodie Foster,Lennard Kuras
Jodie Foster,Richard Higgs
Jodie Foster,Harry Northup
Jodie Foster,Bob Dylan
Jodie Foster,Joni Mitchell
Jodie Foster,Roger McGuinn
Jodie Foster,Ronee Blakley
Jodie Foster,Daniel Day-Lewis
Jodie Foster,Patti Smith
Jodie Foster,Victor Argo
Jodie Foster,Martin Sheen
Jodie Foster,Diane Ladd
Jodie Foster,Ray Winstone
Jodie Foster,David Proval
Jodie Foster,Ellen Burstyn
Jodie Foster,Scarlet Rivera
Jodie Foster,Billy Green Bush
Jodie Foster,Cybill Shepherd
Jodie Foster,Allen Ginsberg
Jodie Foster,Mark Wahlberg
Jodie Foster,Marissa Mathes
Jodie Foster,Anne Collette
Jodie Foster,Alfred Lutter
Jodie Foster,Sam Shepard
Jodie Foster,Michael Scala
Jodie Foster,Vic Tayback
Jodie Foster,Peter Boyle
Jodie Foster,Steven Prince
Jodie Foster,Murray Moston
Jodie Foster,Ramblin' Jack Elliott
Jodie Foster,Richard Romanus
Jodie Foster,Joan Baez
Jodie Foster,Zina Bethune
Jodie Foster,Cesare Danova
Jodie Foster,Vera Farmiga
Jodie Foster,George Memmoli
